bus_id,route_id,timestamp,latitude,longitude,speed_kmph,heading_deg,status,occupancy,next_stop,eta_min
UP44B259,Route-5,2025-09-21 06:11:00,29.146068,80.529446,24.1,155,IN_TRANSIT,41,Stop-19,2
UP44B259,Route-5,2025-09-21 06:12:00,29.137212,80.519346,44.3,320,IN_TRANSIT,42,Stop-16,2
UP44B259,Route-5,2025-09-21 06:13:00,29.143838,80.498769,30.1,223,IDLE,44,Stop-19,9
UP44B259,Route-5,2025-09-21 06:14:00,29.100165,80.563133,51.9,2,AT_STOP,37,Stop-8,11
UP44B259,Route-5,2025-09-21 06:15:00,29.107544,80.50441,40.8,243,AT_STOP,9,Stop-12,13
UP44B259,Route-5,2025-09-21 06:16:00,29.099178,80.542688,41.1,134,IN_TRANSIT,36,Stop-14,8
UP44B259,Route-5,2025-09-21 06:17:00,29.132639,80.523752,41.9,194,AT_STOP,42,Stop-8,0
UP44B259,Route-5,2025-09-21 06:18:00,29.117843,80.502392,52.0,213,AT_STOP,29,Stop-20,0
UP44B259,Route-5,2025-09-21 06:19:00,29.132214,80.526816,41.9,85,IDLE,10,Stop-18,13
UP71B801,Route-6,2025-09-21 06:00:00,24.760277,79.071274,50.6,207,IDLE,42,Stop-2,9
UP71B801,Route-6,2025-09-21 06:01:00,24.747462,79.059846,20.5,153,IN_TRANSIT,25,Stop-2,16
UP71B801,Route-6,2025-09-21 06:02:00,24.721987,79.051135,30.3,247,IN_TRANSIT,23,Stop-7,5
UP71B801,Route-6,2025-09-21 06:03:00,24.759577,79.035707,59.6,46,AT_STOP,42,Stop-2,16
UP71B801,Route-6,2025-09-21 06:04:00,24.754391,79.052433,28.8,246,IN_TRANSIT,8,Stop-16,8
UP71B801,Route-6,2025-09-21 06:05:00,24.769648,79.086343,46.1,45,AT_STOP,21,Stop-8,8
UP71B801,Route-6,2025-09-21 06:06:00,24.760633,79.052111,36.5,46,IN_TRANSIT,24,Stop-18,11
UP71B801,Route-6,2025-09-21 06:07:00,24.736835,79.041851,52.7,66,IDLE,41,Stop-6,7
UP71B801,Route-6,2025-09-21 06:08:00,24.747357,79.073258,25.9,341,IDLE,43,Stop-16,7
UP71B801,Route-6,2025-09-21 06:09:00,24.751764,79.05262,22.7,44,IDLE,8,Stop-12,3
UP71B801,Route-6,2025-09-21 06:10:00,24.79482,79.06492,29.9,323,AT_STOP,56,Stop-8,9
UP71B801,Route-6,2025-09-21 06:11:00,24.747127,79.016502,49.5,274,IN_TRANSIT,19,Stop-6,9
UP71B801,Route-6,2025-09-21 06:12:00,24.790134,79.027971,17.5,336,IN_TRANSIT,5,Stop-7,12
UP71B801,Route-6,2025-09-21 06:13:00,24.771235,78.982978,37.5,186,IN_TRANSIT,12,Stop-6,0
UP71B801,Route-6,2025-09-21 06:14:00,24.751321,79.007886,32.8,39,IDLE,27,Stop-19,11
UP71B801,Route-6,2025-09-21 06:15:00,24.725154,79.059329,26.0,138,IDLE,24,Stop-17,13
UP71B801,Route-6,2025-09-21 06:16:00,24.731743,79.053622,47.7,126,IN_TRANSIT,21,Stop-18,6
UP71B801,Route-6,2025-09-21 06:17:00,24.725071,79.044741,49.9,331,IN_TRANSIT,51,Stop-5,12
UP71B801,Route-6,2025-09-21 06:18:00,24.782078,79.025998,70.6,49,AT_STOP,28,Stop-8,5
UP71B801,Route-6,2025-09-21 06:19:00,24.769664,79.042948,32.6,299,IN_TRANSIT,43,Stop-12,3
UP55B787,Route-7,2025-09-21 06:00:00,26.759381,77.904924,31.9,340,IN_TRANSIT,30,Stop-5,9
UP55B787,Route-7,2025-09-21 06:01:00,26.792277,77.920744,22.4,38,AT_STOP,40,Stop-14,10
UP55B787,Route-7,2025-09-21 06:02:00,26.790961,77.88381,38.9,29,IDLE,15,Stop-20,5
UP55B787,Route-7,2025-09-21 06:03:00,26.766314,77.939762,41.3,325,IN_TRANSIT,44,Stop-3,9
UP55B787,Route-7,2025-09-21 06:04:00,26.741247,77.90591,27.5,176,IN_TRANSIT,25,Stop-4,8
UP55B787,Route-7,2025-09-21 06:05:00,26.778582,77.882312,31.0,340,IDLE,32,Stop-2,8
UP55B787,Route-7,2025-09-21 06:06:00,26.752904,77.877448,39.4,135,IDLE,5,Stop-12,0
UP55B787,Route-7,2025-09-21 06:07:00,26.765095,77.917278,40.0,326,IN_TRANSIT,19,Stop-10,1
UP55B787,Route-7,2025-09-21 06:08:00,26.751947,77.903314,40.2,86,IN_TRANSIT,8,Stop-5,0
UP55B787,Route-7,2025-09-21 06:09:00,26.732711,77.877893,41.2,81,IDLE,14,Stop-18,5
UP55B787,Route-7,2025-09-21 06:10:00,26.738027,77.902066,63.6,159,IDLE,37,Stop-10,15
UP55B787,Route-7,2025-09-21 06:11:00,26.770153,77.935052,58.2,350,IN_TRANSIT,11,Stop-12,1
UP55B787,Route-7,2025-09-21 06:12:00,26.811496,77.892353,49.7,65,IDLE,50,Stop-10,9
UP55B787,Route-7,2025-09-21 06:13:00,26.796791,77.897579,37.4,242,IN_TRANSIT,20,Stop-21,14
UP55B787,Route-7,2025-09-21 06:14:00,26.803209,77.856533,50.3,134,AT_STOP,6,Stop-7,3
UP55B787,Route-7,2025-09-21 06:15:00,26.78729,77.951813,28.7,106,IN_TRANSIT,59,Stop-7,2
UP55B787,Route-7,2025-09-21 06:16:00,26.76057,77.879208,31.8,316,AT_STOP,2,Stop-13,10
UP55B787,Route-7,2025-09-21 06:17:00,26.754862,77.911187,53.5,75,AT_STOP,15,Stop-19,13
UP55B787,Route-7,2025-09-21 06:18:00,26.759067,77.91589,31.4,2,IDLE,38,Stop-14,6
UP55B787,Route-7,2025-09-21 06:19:00,26.784429,77.913692,62.1,183,IDLE,8,Stop-18,8
UP19B285,Route-8,2025-09-21 06:00:00,28.549507,77.043498,43.5,271,AT_STOP,11,Stop-17,4
UP19B285,Route-8,2025-09-21 06:01:00,28.53951,77.077929,53.7,208,AT_STOP,4,Stop-14,0
UP19B285,Route-8,2025-09-21 06:02:00,28.565082,77.075102,38.5,63,IN_TRANSIT,9,Stop-17,4
UP19B285,Route-8,2025-09-21 06:03:00,28.537889,77.076986,56.5,213,IDLE,49,Stop-8,6
UP19B285,Route-8,2025-09-21 06:04:00,28.525956,77.086215,35.0,201,IN_TRANSIT,36,Stop-6,12
UP19B285,Route-8,2025-09-21 06:05:00,28.566255,77.088795,64.6,208,IN_TRANSIT,46,Stop-21,6
UP19B285,Route-8,2025-09-21 06:06:00,28.556429,77.086752,28.2,35,IN_TRANSIT,30,Stop-20,0
UP19B285,Route-8,2025-09-21 06:07:00,28.562097,77.086516,36.2,336,AT_STOP,58,Stop-21,4
UP19B285,Route-8,2025-09-21 06:08:00,28.553145,77.098848,45.5,153,AT_STOP,46,Stop-21,3
UP19B285,Route-8,2025-09-21 06:09:00,28.547925,77.069741,38.5,244,AT_STOP,39,Stop-12,19
UP19B285,Route-8,2025-09-21 06:10:00,28.547138,77.0637,38.5,283,IN_TRANSIT,35,Stop-16,10
UP19B285,Route-8,2025-09-21 06:11:00,28.565106,77.088698,48.3,204,AT_STOP,45,Stop-14,12
UP19B285,Route-8,2025-09-21 06:12:00,28.536882,77.063547,41.9,135,AT_STOP,42,Stop-16,15
UP19B285,Route-8,2025-09-21 06:13:00,28.567278,77.04293,54.1,272,IDLE,7,Stop-6,6
UP19B285,Route-8,2025-09-21 06:14:00,28.513136,77.10874,33.8,150,AT_STOP,49,Stop-19,6
UP19B285,Route-8,2025-09-21 06:15:00,28.539279,77.112658,55.7,225,IDLE,40,Stop-14,1
UP19B285,Route-8,2025-09-21 06:16:00,28.521486,77.09166,34.9,251,AT_STOP,40,Stop-5,3
UP19B285,Route-8,2025-09-21 06:17:00,28.56299,77.118724,23.5,61,IDLE,41,Stop-16,4
UP19B285,Route-8,2025-09-21 06:18:00,28.57153,77.053068,53.3,163,IN_TRANSIT,20,Stop-20,4
UP19B285,Route-8,2025-09-21 06:19:00,28.531188,77.079214,43.5,146,IDLE,33,Stop-7,9
UP40B360,Route-9,2025-09-21 06:00:00,26.667543,80.042847,33.9,284,IDLE,51,Stop-3,9
UP40B360,Route-9,2025-09-21 06:01:00,26.675468,80.05956,46.0,56,AT_STOP,16,Stop-19,7
UP40B360,Route-9,2025-09-21 06:02:00,26.661107,80.010183,37.8,316,IDLE,26,Stop-5,18
UP40B360,Route-9,2025-09-21 06:03:00,26.644683,80.044167,48.7,233,IDLE,35,Stop-13,11
UP40B360,Route-9,2025-09-21 06:04:00,26.642097,80.014338,64.1,235,IN_TRANSIT,52,Stop-11,5
UP40B360,Route-9,2025-09-21 06:05:00,26.639508,80.02193,41.2,78,IN_TRANSIT,32,Stop-19,11
UP40B360,Route-9,2025-09-21 06:06:00,26.630898,80.045492,50.6,316,IN_TRANSIT,22,Stop-15,7
UP40B360,Route-9,2025-09-21 06:07:00,26.651294,80.044426,26.5,70,IDLE,43,Stop-18,5
UP40B360,Route-9,2025-09-21 06:08:00,26.656555,80.046341,17.4,340,IN_TRANSIT,43,Stop-12,16
UP40B360,Route-9,2025-09-21 06:09:00,26.649999,80.070234,33.0,116,IN_TRANSIT,28,Stop-6,6
UP40B360,Route-9,2025-09-21 06:10:00,26.659435,80.030139,36.3,351,AT_STOP,14,Stop-5,12
UP40B360,Route-9,2025-09-21 06:11:00,26.627338,80.0526,41.3,282,IN_TRANSIT,56,Stop-17,6
UP40B360,Route-9,2025-09-21 06:12:00,26.62019,80.058019,64.3,344,IDLE,36,Stop-2,0
UP40B360,Route-9,2025-09-21 06:13:00,26.665921,80.025573,44.1,209,IN_TRANSIT,21,Stop-9,0
UP40B360,Route-9,2025-09-21 06:14:00,26.616292,80.028418,34.6,285,IN_TRANSIT,24,Stop-5,3
UP40B360,Route-9,2025-09-21 06:15:00,26.643646,80.041716,53.6,18,IN_TRANSIT,31,Stop-16,2
UP40B360,Route-9,2025-09-21 06:16:00,26.663132,79.989971,35.5,273,IDLE,47,Stop-13,6
UP40B360,Route-9,2025-09-21 06:17:00,26.670576,79.999432,55.1,155,AT_STOP,23,Stop-21,6
UP40B360,Route-9,2025-09-21 06:18:00,26.617371,80.062636,26.5,259,IDLE,41,Stop-14,0
UP40B360,Route-9,2025-09-21 06:19:00,26.638078,80.020398,22.5,78,IN_TRANSIT,39,Stop-8,6
UP70B555,Route-10,2025-09-21 06:00:00,25.171912,81.305612,40.2,193,IDLE,3,Stop-5,3
UP70B555,Route-10,2025-09-21 06:01:00,25.132344,81.323529,48.3,237,IN_TRANSIT,26,Stop-20,8
UP70B555,Route-10,2025-09-21 06:02:00,25.115539,81.289928,33.3,245,IDLE,45,Stop-17,7
UP70B555,Route-10,2025-09-21 06:03:00,25.135329,81.334003,35.9,282,IN_TRANSIT,9,Stop-8,16
UP70B555,Route-10,2025-09-21 06:04:00,25.122049,81.327507,47.3,153,AT_STOP,46,Stop-16,4
UP70B555,Route-10,2025-09-21 06:05:00,25.128742,81.285212,45.6,201,IDLE,39,Stop-10,3
UP70B555,Route-10,2025-09-21 06:06:00,25.118256,81.311413,30.7,284,IN_TRANSIT,4,Stop-13,0
UP70B555,Route-10,2025-09-21 06:07:00,25.080655,81.257366,34.4,105,IN_TRANSIT,21,Stop-5,0
UP70B555,Route-10,2025-09-21 06:08:00,25.13145,81.343264,34.9,124,AT_STOP,34,Stop-7,9
UP70B555,Route-10,2025-09-21 06:09:00,25.130839,81.29835,45.9,195,IN_TRANSIT,2,Stop-13,11
UP70B555,Route-10,2025-09-21 06:10:00,25.149793,81.303157,36.9,79,IDLE,36,Stop-17,9
UP70B555,Route-10,2025-09-21 06:11:00,25.167558,81.326397,31.2,90,AT_STOP,53,Stop-3,3
UP70B555,Route-10,2025-09-21 06:12:00,25.109096,81.312143,58.4,87,AT_STOP,15,Stop-18,0
UP70B555,Route-10,2025-09-21 06:13:00,25.152941,81.342988,45.2,272,IN_TRANSIT,1,Stop-12,3
UP70B555,Route-10,2025-09-21 06:14:00,25.132841,81.30364,45.8,347,AT_STOP,37,Stop-2,6
UP70B555,Route-10,2025-09-21 06:15:00,25.112581,81.326379,28.4,178,IN_TRANSIT,35,Stop-21,0
UP70B555,Route-10,2025-09-21 06:16:00,25.154669,81.312661,22.1,106,IN_TRANSIT,26,Stop-21,5
UP70B555,Route-10,2025-09-21 06:17:00,25.109373,81.308649,57.4,90,AT_STOP,11,Stop-16,6
UP70B555,Route-10,2025-09-21 06:18:00,25.128818,81.299072,32.9,308,AT_STOP,0,Stop-9,12
UP70B555,Route-10,2025-09-21 06:19:00,25.105469,81.300224,0.0,143,IN_TRANSIT,44,Stop-18,3
